CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CASE_6	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	width
NUDCD3	162562	277224	236835	0	75	272	102479	225740	118630	39	67	0	111760
ISL1	0	0	0	0	0	0	0	0	0	0	0	0	11348
CHDH	2413	5317	31778	0	0	0	14622	15470	15233	0	0	0	34056
IL20RA	1160	2888	12428	0	0	29	2912	12866	5852	0	0	0	45210
CLCA1	0	0	289	0	0	0	0	0	0	0	0	0	31922
CLCA4	0	202	0	0	0	0	0	0	0	0	0	0	33677
GLT8D1	42105	68137	56712	26	0	0	26773	61918	33216	31	0	28	11545
ATP2C1	198216	249578	247318	86	27	140	105207	179105	102194	0	35	28	166118
IGF1	79032	62414	64799	44	0	176	10181	31013	21493	0	0	25	84779
SLC38A5	1847	3077	2151	0	0	0	373	2923	941	0	0	0	11720
RALBP1	158233	252662	217023	21	0	195	88119	181979	82163	26	31	0	63108
RUFY3	42130	72372	65597	74	26	0	28321	59754	28468	0	63	0	103112
CNTN1	1009	5411	2020	0	0	0	600	1414	1205	0	0	0	379977
SLC11A1	20004	59784	13660	0	0	0	1410	15882	16669	0	0	0	14866
WWTR1	120784	186736	146263	102	101	512	85901	153531	88634	0	171	127	219480
AGPS	64815	78209	88279	0	26	155	38364	86733	46363	49	100	0	166656
CXORF56	34781	40119	35351	0	0	0	9913	31612	9964	0	0	0	27260
ATP1A2	1329179	2714729	1282228	87	72	692	561804	1762532	573356	71	83	24	27833
TTC27	17492	21623	26044	20	0	19	13051	27523	17528	21	0	0	193020
ZNF582	5693	10217	10341	0	0	0	2221	8908	4208	53	0	0	17700
VSIG2	4132	8697	4457	0	0	0	3176	5560	335	0	0	0	4767
PHLDB1	538226	710915	488953	951	444	1063	244649	724845	308899	473	368	925	51599
MARCO	2377	606	8821	42	0	0	6022	14289	769	0	0	0	52495
CYP24A1	0	7	0	0	0	23	0	0	0	0	0	0	20525
PRDM11	77627	88566	55550	28	21	119	20052	74596	35346	21	82	29	139305
SYT13	1208	10703	23805	0	0	0	12299	17095	9769	0	0	0	46019
SNAI2	8988	42189	46879	25	0	47	4824	15492	13325	24	20	74	3973
CD74	401804	969790	773175	197	78	862	239061	548316	219232	129	0	119	11293
HGF	5297	13263	19232	390	27	130	4242	8076	3633	82	56	0	71433
ZRANB1	138763	301893	247742	115	155	130	85495	191266	93774	48	0	72	46067
NCDN	80114	109660	74417	0	22	22	32673	78725	32860	0	57	0	9802
ADGRA2	67468	101814	127408	54	21	112	50324	106771	40315	0	24	45	60706
ZFP64	13838	24599	30537	0	0	68	10469	21011	12071	0	0	26	152646
MNAT1	15277	28645	26185	71	37	78	9022	25823	13859	0	0	0	235212
SAMD4A	576028	512763	555530	147	115	796	217746	571541	346099	104	238	203	226219
RUNX3	1815	6054	6298	0	0	0	546	1182	807	0	0	0	65611
MRE11	19937	38268	46881	0	0	0	16899	33023	20225	0	21	32	78331
PLEKHB1	31801	33328	23206	20	28	0	4562	22790	8473	0	21	0	16642
SERPINB1	40638	83373	56505	31	56	115	20515	67148	32349	36	0	29	9675
CYP3A43	0	0	651	0	0	0	0	23	396	0	0	0	38090
SLC7A9	0	1549	404	0	0	0	606	0	202	0	0	0	39258
SPAST	13843	31511	27825	23	22	23	10374	25476	14190	22	0	0	94027
NRXN3	4441	10000	5450	0	0	0	1859	10944	3232	0	20	0	1697918
OSBPL5	38046	68262	46903	46	0	0	18371	56863	30501	17	0	33	79624
AQR	35928	60909	67484	74	0	158	27126	60645	35896	62	24	81	118058
CPS1	4810	4723	6261	0	0	0	4561	7346	3402	0	0	0	201426
C8B	0	0	0	0	0	0	0	0	0	0	0	0	36931
FHL1	9401199	13335455	3760863	342	348	1996	1410330	7839202	2448860	107	361	395	64658
RTFDC1	116672	236270	187182	0	28	62	80947	192723	91201	0	0	0	50865
GABRA1	0	25	0	0	0	0	0	0	0	0	0	0	52919
NLRP2	252	1809	352	0	0	0	202	0	202	0	0	0	48013
SLC45A4	24853	47891	52098	22	20	165	34117	44357	17150	0	0	136	101140
RNF10	449557	664706	556078	44	0	330	223659	648671	324800	0	53	0	44115
ZNF839	25151	38228	39396	0	0	35	13017	38278	23892	0	0	28	25326
ZDHHC6	36358	78482	55697	0	23	0	22764	64907	31115	52	31	0	22490
GRAMD1B	13742	31505	85891	0	31	102	67381	90640	26414	23	0	0	269347
RNH1	214335	243944	205475	24	64	114	126278	210847	134729	71	78	46	12789
NDUFS1	886287	1338122	1784081	194	65	832	719255	1689510	1043049	63	147	271	44787
RB1CC1	136120	260648	265677	36	30	417	139464	269781	160155	71	127	92	123388
ERP44	70889	107104	93685	0	71	67	37510	101268	50839	22	0	65	119862
ALAS1	226599	342319	311120	116	0	131	166399	364881	235828	0	105	0	16242
BIRC3	11099	20463	29049	0	0	0	16101	24609	25222	0	58	45	21954
AKAP11	60803	92314	128103	50	43	286	53019	87432	62140	31	20	0	51115
GLRX2	27727	33311	22418	0	22	20	8096	29805	16767	0	0	0	9647
SNAPC1	12858	30962	25449	0	0	0	14583	26731	13027	0	0	21	34072
DERA	29413	57313	35936	0	0	93	16482	42052	20419	0	41	0	126111
STRAP	194049	336315	248326	30	0	91	117278	286695	152318	0	0	30	21088
ABCC2	404	1615	1415	0	0	0	745	1010	1417	0	0	0	69461
DEF6	2622	5668	4443	0	0	0	2078	4860	2327	0	0	0	23920
PLEKHO1	130469	181700	98838	0	55	54	38008	145296	91086	0	0	62	15538
GCLM	10596	25809	35462	23	0	37	10177	28344	22124	0	0	25	24252
UBR2	79807	155716	189976	0	93	151	83907	170031	97304	58	80	47	129443
EHD2	127025	211154	186114	26	70	0	128200	220564	95251	0	0	20	29792
DEPDC1	0	75	606	0	0	0	606	202	0	0	0	0	23070
CCDC28A	13705	37128	27908	0	0	0	7526	25155	10323	0	0	21	19811
RRAGD	130237	214718	289348	104	28	271	136881	262713	159892	24	0	26	47635
HSF2	57703	87617	69346	0	0	22	33251	73374	39282	0	0	0	33574
PHF20	60897	102032	89421	0	20	182	43082	109014	43026	0	0	69	178408
HSD17B6	614	1013	0	0	0	0	0	402	195	0	0	0	35630
NR1H3	13541	26375	27719	36	0	0	17938	51668	14424	26	34	0	20733
TYMP	30836	52901	62933	53	0	61	15012	34749	18764	0	0	80	4305
NCAPH2	32691	70878	53170	0	28	0	23989	52584	16632	0	0	22	15257
TOMM34	34754	44234	31311	0	46	0	14372	28988	19050	0	23	43	18357
SEC63	124581	218262	203557	61	0	75	87174	176419	94252	0	26	51	90434
KPNA6	179066	305571	270375	64	94	386	112702	281625	134117	67	52	69	68531
VIM	788220	1754154	904322	363	266	1177	451673	776397	443160	217	132	371	9335
RTEL1-TNFRSF6B	50946	68064	56139	32	50	0	21792	61447	33390	22	25	0	39385
FAS	12917	26334	22972	0	0	74	6076	16688	6984	0	58	24	25204
RNASET2	15578	29803	44280	0	40	0	12949	28702	12908	0	21	54	27688
CD44	47974	80288	52176	88	25	151	17830	31046	21654	30	21	87	93533
KCNG1	682	1309	0	27	0	54	202	1151	606	0	0	0	19474
AGPAT4	6043	18859	16395	37	39	0	8303	13279	5259	21	35	21	144083
SLAMF7	0	2624	3630	0	0	0	0	507	403	0	0	0	15765
BTN3A1	20641	80573	80566	26	0	27	14156	34438	10915	0	0	37	12980
MIPEP	37588	43643	58165	0	0	0	24525	63602	35381	22	0	34	159231
PRKCH	47409	80541	61504	0	27	65	35967	59465	34891	0	24	66	363418
INSRR	1351	1701	1426	0	0	0	1907	2927	1384	1	0	0	18956
IFNGR1	164149	375730	205714	111	0	251	109775	256810	135160	0	84	109	21966
B4GALT7	25157	27213	30537	0	0	20	12210	25972	16545	0	0	0	10248
SH2D2A	1646	1062	1160	0	0	0	1109	2760	1663	0	0	0	10620
VRK2	28721	50751	46597	0	24	49	25941	54866	28499	29	25	24	252270
TNFRSF1B	52434	106840	73688	23	42	69	25517	70373	25947	50	23	60	42226
VEZT	102629	166615	163654	31	25	197	65546	153145	68172	0	146	45	85045
POU2F2	4337	4352	5432	20	0	0	3231	3432	1008	36	0	0	110476
BRD9	48635	70484	80073	0	0	56	34311	78621	36896	0	0	0	42534
SNX1	199737	315805	319135	0	48	246	137744	309022	160606	32	0	22	51968
TBPL1	44987	72784	38655	25	24	211	18312	46099	31175	72	23	57	38263
ARNTL2	4758	4239	3636	22	0	0	1991	3230	2321	0	0	0	92436
BCLAF1	158694	305529	296257	66	75	111	83923	242102	125136	0	50	104	33225
SLC39A9	44585	80352	70053	50	77	146	26016	67301	41054	0	0	20	64374
ANK1	173407	302557	237470	22	40	237	133787	411179	243797	0	0	23	243543
IBSP	0	0	0	0	0	0	0	0	404	0	0	12	12855
TFB1M	7818	22260	23332	0	0	50	9631	29799	10155	0	0	33	56985
RABEP1	211876	255271	270768	72	66	122	120395	277308	135271	0	55	112	103548
HMGB3	14342	14139	18566	0	0	0	9321	9538	10138	0	0	0	10267
NUP160	43700	79518	77488	0	27	122	32264	73105	32569	26	0	23	70469
BAK1	23413	29897	24909	23	0	0	16365	39236	16148	0	20	0	7747
MUSK	4565	8475	6734	24	0	0	850	6211	4612	0	10	0	132850
IKZF2	5628	16628	11884	0	50	58	6157	11601	5108	118	0	70	152737
GRN	237880	262451	265253	0	21	329	135500	227477	129477	89	0	0	8017
FAM13B	110675	198235	126827	49	0	92	61884	146095	75141	22	0	48	114002
ARHGAP31	95937	276572	255305	0	89	403	126736	254501	108877	133	31	46	126342
CENPQ	7159	14035	12709	0	0	0	5248	15237	5150	0	0	0	29730
SARS	157190	275164	214145	79	58	23	97467	215568	118275	42	0	44	24252
RANBP3	79293	130290	117714	52	0	96	54467	123192	59602	22	0	0	62004
ARID4A	40938	81082	90225	0	0	52	31339	68096	30689	0	0	20	75503
EIPR1	16007	19563	17514	24	0	0	8246	24616	7427	0	0	0	188958
PNPLA6	55145	85018	73233	172	43	656	39797	83881	42418	40	20	186	27761
IFT88	12134	23099	28007	0	51	50	9840	27622	10663	0	0	0	124369
ALG1	14532	22474	23587	0	0	0	8708	26243	12947	0	0	0	53420
ZCCHC8	33572	62677	48155	0	0	0	18191	46409	15821	26	0	75	29474
ABCF2	101479	148415	113791	0	22	0	52655	137502	73911	0	0	28	19394
CHPF2	69621	77795	50827	6797	5519	5274	18898	64819	38719	4019	2379	10167	6339
LRRC7	1039	4270	7292	0	0	0	11153	5772	3369	43	21	0	583548
FUT8	12983	29019	28439	70	0	30	8130	23293	6747	20	51	11	333530
UBA6	29983	41139	50938	50	0	128	22818	48673	26735	27	0	44	88528
GAB2	115760	181239	135673	21	21	75	50774	133874	48622	0	0	0	203052
ATP6V0A1	64652	127953	111595	245	249	248	46885	97863	60282	112	109	135	63768
PIAS1	123350	204734	123534	23	0	108	50011	119731	62942	21	22	48	144425
SLC4A7	44907	71437	38757	22	0	243	16209	58466	33012	45	26	0	111700
APBA2	1592	3268	607	0	0	0	202	1099	1616	0	0	0	233833
MAP2K3	174025	101851	76358	104	0	84	40870	82680	49159	0	0	78	30569
EFCAB1	202	202	656	0	0	0	0	0	39	0	0	0	24523
TMSB10	218344	489127	316712	49	85	661	194540	353623	200948	138	170	166	1051
ASTE1	12109	18121	22973	41	51	0	5990	13608	7914	22	20	29	13775
RNF19A	135685	264041	184923	0	34	50	56840	164277	76951	24	49	59	79159
PEX3	23189	40295	42505	0	0	0	21748	38388	18735	0	0	0	39204
GABARAPL2	198160	341461	248576	48	72	44	121266	292332	129371	35	0	29	11531
MYOC	33545	47822	21600	0	0	40	11158	12370	16515	0	0	20	17267
SH3YL1	26456	31767	40519	0	0	0	15970	25531	19646	0	0	24	48669
FAM136A	22310	35300	42700	0	0	0	21242	58923	23963	0	0	23	6116
VCL	1839255	2404588	1082439	233	174	866	511340	2046441	904712	71	280	129	126171
DEPDC1B	0	404	0	0	0	0	0	0	202	0	0	0	103279
DAPK2	81443	215648	176717	0	23	47	98723	138538	61891	0	20	0	164998
NSMAF	48046	87811	65849	0	0	155	35595	71546	36098	0	44	22	76341
ADSS	20076	29668	22472	0	0	0	9616	22243	14838	0	0	54	43641
STAP1	0	202	404	0	0	0	0	0	202	0	0	0	48610
TIMP2	370640	588293	567310	50	71	423	174744	360205	168223	82	150	89	72411
RFC1	52618	96623	121247	0	48	71	43556	91871	46799	61	25	0	78920
TBC1D23	49889	79117	77762	0	64	96	33041	83159	39745	23	20	0	64252
CUL3	125333	229946	202673	112	101	256	81071	213427	111182	118	121	48	115248
MYOM2	2157206	4668490	6187740	547	307	2965	1916151	6447005	2464220	153	495	506	120513
OTC	78	0	181	0	0	0	0	0	0	0	0	0	68906
CYP46A1	9075	14123	14827	0	0	22	5348	12171	5962	40	0	0	42998
ZZZ3	44421	73992	70459	56	26	128	30931	67530	31851	45	69	0	121004
SLC18A1	0	0	32	0	0	0	0	101	0	0	0	0	38352
USP2	120617	205778	195949	81	62	464	92805	238291	136179	37	21	114	26512
CASR	0	0	0	0	0	0	0	0	89	0	0	0	107947
TUBG2	54442	78556	47691	0	21	24	19482	68740	26250	27	0	0	7702
RPL26L1	15605	24928	20576	0	22	0	7955	18079	9412	29	0	0	11043
FLT4	34335	74862	62481	21	0	92	14082	51642	19305	20	0	1	48119
NSUN2	101104	145909	130421	68	0	248	46827	120276	73809	0	0	0	34053
FBXO42	76414	243193	86651	80	78	86	34126	86065	38118	20	0	0	105616
MFAP3	23607	37875	40586	0	55	26	23627	37747	20451	0	0	0	181573
MRI1	14726	37618	51809	28	25	20	24546	51925	20593	0	0	0	9751
METTL1	12387	8646	5892	23	0	0	3332	7514	7000	0	0	0	4323
HOXC8	202	0	0	0	0	0	0	0	0	0	0	0	3257
AGA	8178	13609	14357	0	0	20	10031	13899	12243	0	0	26	11734
PI4K2B	8706	15699	15117	0	33	23	5247	9873	6384	27	25	0	45118
BOD1L1	70837	129435	161822	102	0	134	58018	122985	61565	22	0	31	58986
MAT2B	87652	198598	155008	66	46	46	60628	168292	66377	0	0	22	16223
TLL1	2792	3022	1009	0	0	0	1663	2222	808	0	0	0	230638
EDC4	91365	147806	116003	23	23	0	47782	123108	60630	0	0	0	11481
TRIO	306391	297721	259592	140	117	627	100680	228471	117870	43	95	44	388427
VCAN	154767	64373	130904	187	58	788	72500	76852	64218	150	111	338	110839
CLEC16A	125345	117769	78416	29	0	0	34405	95514	44116	0	41	71	237702
MSR1	12584	19836	24819	0	60	237	7687	19283	9253	0	58	46	459613
CDH1	202	202	202	0	0	0	0	0	0	0	0	0	98324
SKIV2L2	127619	225614	199340	91	25	82	81828	186477	104241	0	59	81	117822
DNAH5	202	1211	0	0	0	0	0	404	404	0	0	0	254213
ZFYVE16	85157	151630	128102	32	30	121	52867	116802	61668	0	190	0	71338
RIPOR1	172054	277462	222371	87	69	385	122824	283841	123646	50	50	106	28371
C6	46834	144203	656497	36	0	505	322607	216269	138931	0	49	48	119205
RAI14	34182	24065	25805	0	0	30	7037	15130	14404	0	0	0	176391
SOX30	202	478	825	0	0	0	404	172	202	0	0	0	45802
PNKP	59155	105391	82203	0	0	35	41964	84991	41377	0	0	21	18470
BEST2	198	927	594	0	0	0	146	371	141	0	0	0	6757
PHLPP2	20835	24995	18393	0	0	70	7242	18963	10061	20	22	0	86867
SPDL1	7291	11708	10093	20	24	32	4840	9557	4206	20	0	0	21145
STAU2	108891	205771	211696	61	0	226	96128	223611	133477	0	0	90	327340
PQLC2	14122	21862	13306	16	0	32	3995	17719	8290	21	0	0	16975
CTNS	23126	45980	31238	0	31	0	15735	36741	16499	69	29	0	25075
RTN4R	1816	1210	892	0	25	0	2017	2172	1815	0	0	0	41832
PHF23	28581	49051	32067	71	0	57	13788	47375	17291	22	27	0	4695
CDH10	0	202	0	0	0	0	34	0	0	0	0	0	157879
INPP4A	62121	105172	105837	0	53	106	37579	98113	45650	82	41	21	149537
RAB27B	404	1211	403	0	0	0	303	202	606	0	0	0	177657
PSMA4	102141	144911	171697	48	21	0	65012	131183	78994	29	28	22	12015
MYO16	13543	4685	10025	0	24	0	6411	17999	9046	0	0	0	611856
LSG1	58815	81510	68305	29	0	69	27086	77162	42454	0	0	0	31690
PARP3	30700	47986	51469	22	0	0	18873	35199	20557	26	22	30	6523
TNC	366982	119921	13814	0	41	49	2996	23177	7631	20	0	0	98680
THAP3	55650	98794	91190	29	0	22	45619	103955	53604	0	0	0	10721
RIPOR3	33635	92151	57620	0	0	0	47655	91647	24961	0	32	22	105421
TDP1	4544	4430	4505	0	0	0	2525	3796	1413	0	100	0	89830
AIFM2	35614	68327	55345	0	0	82	27672	72164	27439	0	0	48	34712
C2ORF83	0	0	0	0	0	0	0	0	0	0	0	0	38517
SPATA7	12215	22597	25065	0	0	0	8383	18284	8530	0	0	0	85427
MED17	34705	73107	46626	0	43	130	19600	50761	25839	0	0	0	30737
RETSAT	74964	170173	112912	0	0	126	42395	84145	69420	0	0	20	12533
CAPG	5587	5852	4586	27	0	0	1775	3226	1410	0	0	0	23685
AP2S1	38442	54550	52123	0	0	0	23561	54235	29219	21	52	0	12857
USH2A	1342	3710	6785	0	0	27	1648	4409	3321	44	36	0	800503
ZPBP	0	0	130	0	0	0	0	0	0	0	0	0	270909
TG	1111	1563	404	0	0	0	0	249	202	0	0	0	267946
ADAM28	2092	4773	5196	0	0	0	1362	5632	2136	0	0	21	64979
BARX2	0	239	0	0	0	0	0	46	0	0	0	0	76340
DCUN1D1	42491	78107	58257	22	0	21	20631	64113	27694	90	42	56	47880
JADE2	68703	108999	90654	115	45	177	44209	90137	38817	94	0	70	58919
ZIC2	0	0	0	0	0	0	0	0	0	0	0	0	5002
LCP2	12143	35425	22211	0	0	24	7305	12711	5232	0	0	0	51991
TRIT1	28793	52755	44826	0	0	0	18404	46625	19824	0	0	0	42490
ADRB1	26620	106337	116480	48	0	30	36904	155006	40049	22	0	89	2853
GUCA2B	0	267	202	0	0	0	0	23	0	0	0	0	2404
CUL7	35667	62527	55683	0	0	82	16976	50628	20695	0	0	77	16329
CTNNA1	837447	1219126	1075327	188	51	397	612612	1471537	683083	49	53	78	324068
PHKA2	91906	184721	145041	39	0	40	71961	158035	78436	0	0	46	92299
CNTLN	2736	23142	22577	0	0	0	8275	17752	4639	0	0	0	368942
EPHA3	35356	44038	56251	35	0	127	10673	33996	9264	0	33	0	374611
HSPA5	808096	1214718	1042911	315	138	362	429044	971662	456167	33	252	331	6478
DSG2	70311	157559	209281	0	87	136	133446	224479	126500	0	0	38	50966
GEMIN8	26920	31242	16488	50	0	0	7199	25053	9130	0	0	0	21615
OFD1	27962	46951	51189	24	0	0	17106	43010	18543	0	0	23	34609
GPM6B	32243	50744	22722	0	21	0	7684	45594	12549	0	0	32	167608
MAGEC2	0	0	0	0	0	0	0	0	0	0	0	0	2946
PREX2	28438	52022	54316	0	76	42	23846	50628	20001	24	90	64	284913
WDR37	72661	137436	120441	26	161	332	54633	116309	62337	24	20	31	82760
YTHDC2	42595	77217	100529	0	91	139	36881	85838	47329	28	35	31	81603
CTPS2	13185	27371	28915	0	0	144	12167	21216	12715	0	45	0	124934
ATP6V1H	47343	80359	83313	22	23	51	32394	66926	42028	0	46	0	128002
POLR2B	175272	331439	311958	0	115	73	131087	297305	170827	58	65	100	53447
FAM214A	113227	330889	133731	63	47	175	32853	115046	46121	0	33	62	128501
ARAP2	7840	9451	8232	0	0	35	3027	6463	1819	0	28	24	296289
TPR	171349	314978	350662	56	78	350	160369	312083	161054	33	109	131	64042
CP	15292	16445	8133	0	0	118	3496	8079	6856	0	0	0	59646
KIAA0556	99898	84617	49755	48	0	37	21835	49208	28829	21	0	11	230237
DTNBP1	23119	47763	41143	0	24	0	12686	34704	15795	0	0	0	140258
XK	52279	75361	29581	24	0	0	14190	36909	21731	0	24	48	46372
ANO2	13743	21591	9432	23	39	0	5078	6597	4920	0	0	0	414364
C12ORF4	24715	39443	33158	0	0	79	15485	33897	18754	0	0	0	50781
SCML1	30584	37909	35005	0	0	39	16755	36566	18340	22	0	0	17540
WWC3	183133	266677	228813	0	22	517	118187	210478	117707	138	20	43	128917
ARHGAP6	20242	35671	32269	20	0	25	8544	23444	16958	0	0	25	528159
FAM184B	16019	29505	31035	47	0	74	8915	25517	7979	50	0	76	152207
MAP4	4157230	5885642	4041509	325	288	2354	1412312	3549283	2034408	68	298	286	238583
GOPC	100180	130494	124813	50	0	129	53612	123906	64924	0	71	58	42274
ROS1	390	0	404	0	0	0	554	404	202	0	0	0	137556
USP28	255728	365193	462789	0	32	380	232450	613637	257444	23	119	97	77697
HDAC9	54990	79933	62982	38	0	71	23247	56231	15851	28	0	0	915468
TSPAN17	54455	63741	54855	0	0	103	28249	69692	35973	22	0	0	11668
NOP16	81185	121056	74372	0	0	42	31484	99320	59019	21	33	36	5038
CC2D2A	8120	19617	35180	0	0	64	10477	17370	11598	0	0	0	131693
RRM2B	46459	84387	97317	28	22	42	36409	86034	49911	27	0	41	34617
ZNF800	16366	37867	33221	46	30	93	13714	27309	17096	0	25	26	85135
TNFRSF17	0	0	201	0	0	0	0	0	0	0	0	0	2962
SNX29	30647	51092	57475	53	44	31	24411	58346	25709	27	24	22	597553
LMO3	6233	39396	10952	0	0	0	2188	8498	4010	0	0	0	62222
MRPS10	103010	135736	115083	48	26	85	63846	154962	70333	22	0	0	11065
GUCA1A	0	0	0	0	0	0	0	0	0	0	0	0	24651
RSF1	81542	123631	132860	0	70	114	42886	102529	48200	43	43	22	161022
VPS13D	544583	1224385	574831	178	132	756	211238	493935	279138	237	73	120	281981
CELF2	201215	368858	336589	20	24	259	142731	313292	129998	94	76	90	538279
FAM120A	298179	433497	443801	121	45	195	187709	472769	211386	30	39	50	114386
R3HDM1	25375	46926	52677	24	37	0	17645	48710	23999	0	0	21	193816
COL9A2	3279	6003	1743	22	0	20	1385	1808	605	0	0	0	17330
KITLG	15465	26396	58464	31	64	88	20870	32564	18736	38	25	28	88059
ERCC8	8746	16680	13745	29	27	88	4705	14634	6542	20	0	52	71243
ADAMTS6	2826	3535	11665	0	23	49	1214	5553	1957	0	0	0	333185
H6PD	164085	326124	201474	23	66	373	110193	284641	104973	20	113	34	36563
VAMP3	146659	211874	181708	0	0	112	74642	160516	94071	100	0	0	10164
PER3	18401	111843	87532	0	0	135	30690	99377	27616	0	0	86	60858
UTS2	2894	16515	12540	0	0	69	4806	11346	2747	0	0	23	10430
TNFRSF9	0	404	202	66	0	21	0	202	0	21	42	0	27272
EPN3	4304	20728	30590	63	0	21	29024	47006	19002	109	70	113	11208
LTBP1	805191	818351	603545	0	43	681	157794	359687	183006	76	186	111	452538
RCN1	84293	108023	79312	0	0	20	36237	86633	32816	22	0	0	293365
ELN	269048	210961	89632	0	0	37	54424	152264	59561	30	102	0	42119
RFC2	9685	23784	21361	32	0	48	8310	17311	10256	0	0	0	22960
ARID1B	142683	235597	238237	29	20	316	84756	207553	87701	72	55	193	433406
CLPTM1L	66600	90357	72467	0	0	187	30547	79698	36965	0	0	32	27356
NEDD4L	122235	193400	164331	88	29	445	80391	145790	67577	30	0	46	357174
FOXP3	200	1056	208	0	0	0	23	202	447	0	0	0	14391
PPP1R3F	40591	69687	48508	36	20	0	29139	57645	28498	23	0	0	31619
HEXB	183021	238465	168091	48	86	276	85518	171302	91235	79	24	84	82625
PTCD2	22893	48709	65802	0	0	47	23596	58599	34987	21	38	0	48029
NEXMIF	0	808	2019	66	42	102	201	1615	0	20	0	129	192637
JKAMP	38837	57434	63083	29	104	133	22405	57793	27760	21	0	22	20968
DKK3	1865690	1895967	1324574	88	28	968	900548	1371236	558954	0	162	0	46664
ARHGEF5	5511	10444	11082	0	0	0	2563	4853	3016	0	0	0	25345
NFE2L3	4998	13347	12478	0	0	0	4792	11300	6480	26	0	0	34886
MCUR1	45476	70699	75042	0	0	32	27987	82710	35655	0	0	25	28012
LIMA1	75267	105649	102641	55	0	0	41951	95984	50456	25	50	31	107759
LETMD1	32773	66717	57886	20	32	137	21357	51110	21218	24	0	45	12463
SLC4A8	1617	1004	1224	0	0	0	0	1157	404	0	0	0	124447
LAMC3	1614	1815	1414	17	0	0	0	5514	808	0	0	0	85392
PTGER3	4039	7620	1818	0	0	0	5235	1513	1363	0	0	22	195456
TNIP3	0	202	0	0	0	0	0	0	0	0	0	0	96059
MAPK9	86550	128971	137440	47	76	112	54135	142549	71569	60	0	50	58957
COL23A1	42832	89207	74893	0	0	0	34135	100553	21279	0	0	53	352938
BCAR1	145576	198356	143960	34	57	27	77241	174043	89683	30	84	42	39867
FAM160A2	53665	80574	58332	0	0	44	25262	68463	36177	70	127	80	23377
HERPUD1	107130	293021	226095	23	94	291	79263	184914	84568	90	21	185	12816
HOMER3	33667	50024	22169	0	0	0	8580	24896	9590	0	0	0	12061
RAD51	1759	3133	1129	0	0	8	426	1053	381	0	13	0	37566
POLQ	1008	2672	605	0	0	0	807	3189	606	0	22	0	115215
PIK3CB	62166	114143	98582	0	27	124	37459	111168	56337	59	126	25	182240
CYBA	23129	38536	28211	0	0	90	15765	36397	19740	0	0	23	7870
THOC3	10686	20247	9724	0	0	22	6235	9661	9945	0	0	0	116808
HEBP2	147922	230048	157926	0	0	26	76024	193604	101127	22	0	0	18667
MPHOSPH9	17816	34914	44797	97	45	122	19741	55012	27161	0	0	63	91695
PLEKHA5	99947	235888	315514	31	27	225	102529	240816	112029	22	67	90	246649
PRSS8	403	808	202	0	0	0	0	202	0	0	0	0	4330
SIKE1	31514	54629	54743	38	30	51	19085	55111	23931	0	48	145	11207
RRP12	107895	107596	76225	0	0	0	39363	40839	43082	0	0	20	69719
FNIP2	282182	354661	131105	167	142	497	55315	166685	95284	70	95	22	138912
MSMO1	15530	20314	20910	0	31	0	9555	16354	8165	0	0	23	15538
TTC17	80158	139130	154420	0	69	106	59217	144017	62872	25	33	43	136002
ALX4	202	202	606	0	0	0	202	404	50	0	0	0	49723
FSTL4	1615	2019	202	0	0	0	0	705	0	0	0	0	416110
FOXN3	219312	330625	459504	116	77	265	205674	470575	265858	63	88	72	494279
METTL24	690	2535	1943	0	23	21	207	2469	1074	0	0	21	112345
AKR7A2	39711	69229	60053	0	0	36	23170	58918	30001	0	0	0	8182
MRTO4	24347	29558	26315	0	0	0	11270	33845	19355	0	0	29	8590
NNAT	1229	4674	3867	20	0	67	3949	4645	2957	0	0	64	2479
USE1	24844	39892	34403	0	29	76	17261	31333	18067	0	0	66	4484
MCF2L2	7297	15141	4841	0	0	0	1414	2528	1349	0	0	0	250736
NRIP2	4242	18850	27061	20	0	38	9922	21893	7620	0	0	0	10197
LAMA3	34939	60625	36601	0	0	0	11935	25853	15497	0	0	0	265624
AP5M1	63990	84031	85327	21	43	112	42273	123839	52698	0	54	72	29834
ANAPC4	28272	51741	53464	0	0	58	22035	46563	17408	23	65	0	41286
KCNQ1	65651	93949	89673	0	0	97	39701	101695	54245	0	0	0	404426
TRAPPC3	42344	76746	53153	0	24	121	30754	70501	39042	0	0	35	19484
THRAP3	271416	563058	493530	0	53	175	170888	422219	257541	27	26	64	80942
PHPT1	110165	168643	186265	34	23	90	99794	210705	115566	0	25	116	2304
ENTPD2	5093	6291	7361	0	0	0	4716	6451	3407	22	0	20	5948
LY75	4037	6474	6637	0	23	50	1815	6308	1812	24	0	0	101395
ARID4B	82088	169522	146304	43	94	130	54905	131422	70564	0	75	53	196586
OPN3	8365	15374	14923	26	0	0	8115	12764	5336	35	58	0	87275
SDCCAG8	30152	55197	44965	0	33	21	15980	36816	17939	0	0	0	244059
PTPRN	808	0	0	0	0	0	0	0	0	0	0	0	20026
HHAT	4510	10472	12886	0	0	0	5740	7152	3227	0	0	0	348045
KIF1B	347018	411692	455032	142	74	935	206456	442279	258708	93	182	225	170799
FOXC1	12462	40640	16467	23	26	0	7255	15376	7032	23	23	25	3926
